Topic,Subject,Title,District 01 Estimate,District 01 MOE,District 02 Estimate,District 02 MOE,District 03 Estimate,District 03 MOE,District 04 Estimate,District 04 MOE,District 05 Estimate,District 05 MOE,District 06 Estimate,District 06 MOE,District 07 Estimate,District 07 MOE,District 08 Estimate,District 08 MOE,District 09 Estimate,District 09 MOE,District 10 Estimate,District 10 MOE,District 11 Estimate,District 11 MOE,District 12 Estimate,District 12 MOE,District 13 Estimate,District 13 MOE,District 14 Estimate,District 14 MOE
Business,"Annual payroll ($1,000)",Educational services,183372,H,135625,H,72976,H,61575,G,1724241,H,392470,G,164159,G,69328,G,115489,G,67908,G,243020,G,63468,G,72007,G,82617,G
Business,"Annual payroll ($1,000)",Health care and social assistance,1550846,H,1740932,G,1552829,G,985379,G,3516567,G,2810926,G,1624228,G,1318138,G,1211240,H,1067779,G,1869818,H,2193509,G,1320489,G,982379,G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",69173,G,25343,G,48439,G,34876,G,438272,H,161424,G,109995,H,30083,H,246142,H,56032,G,271556,H,52415,H,55991,H,26769,G
Business,"Annual payroll ($1,000)",Accommodation and food services,649215,G,287537,G,391222,G,289609,G,1369851,G,730400,G,510243,G,345277,G,328613,G,323946,G,691912,G,351716,G,370645,G,276553,G
Business,"Annual payroll ($1,000)",Other services (except public administration),325415,G,226862,G,261202,G,202020,G,735103,G,641905,G,478411,G,185171,G,219942,G,204423,G,476121,G,214450,G,198255,G,193777,G
Business,"Annual payroll ($1,000)",Industries not classified,528,H,1002,H,1442,J,368,J,1708,H,2443,G,1266,G,797,G,1153,G,698,G,1129,H,374,H,162,G,176,H
Business,Total Establishments,Total for all sectors,15774,X,12942,X,15035,X,11245,X,22133,X,28524,X,24763,X,13248,X,14712,X,13100,X,21091,X,13169,X,11107,X,10652,X
Business,Total Establishments,"Agriculture, forestry, fishing and hunting",121,X,175,X,53,X,8,X,3,X,18,X,14,X,164,X,68,X,120,X,18,X,173,X,4,X,32,X
Business,Total Establishments,"Mining, quarrying, and oil and gas extraction",11,X,14,X,11,X,8,X,5,X,6,X,6,X,11,X,37,X,35,X,11,X,11,X,5,X,10,X
Business,Total Establishments,Utilities,72,X,49,X,49,X,20,X,53,X,35,X,18,X,75,X,49,X,55,X,29,X,65,X,24,X,30,X
Business,Total Establishments,Construction,1190,X,788,X,1317,X,940,X,686,X,1539,X,2243,X,900,X,1664,X,1437,X,1803,X,1048,X,935,X,929,X
Business,Total Establishments,Manufacturing,411,X,478,X,546,X,387,X,532,X,419,X,827,X,457,X,867,X,456,X,590,X,469,X,310,X,729,X
Business,Total Establishments,Wholesale trade,623,X,705,X,643,X,624,X,1258,X,1825,X,2263,X,608,X,792,X,511,X,1262,X,583,X,551,X,639,X
Business,Total Establishments,Retail trade,2906,X,2592,X,2580,X,1742,X,2632,X,2627,X,2973,X,2608,X,2533,X,2033,X,2468,X,2527,X,1821,X,2059,X
Business,Total Establishments,Transportation and warehousing,684,X,433,X,476,X,426,X,866,X,429,X,615,X,391,X,440,X,380,X,370,X,395,X,548,X,321,X
Business,Total Establishments,Information,227,X,170,X,221,X,179,X,724,X,828,X,501,X,179,X,205,X,177,X,412,X,187,X,172,X,149,X
Business,Total Establishments,Finance and insurance,951,X,937,X,993,X,541,X,1104,X,2337,X,1547,X,939,X,832,X,791,X,1643,X,852,X,581,X,693,X
Business,Total Establishments,Real estate and rental and leasing,832,X,553,X,795,X,526,X,1435,X,1791,X,1205,X,554,X,664,X,645,X,1360,X,520,X,488,X,346,X
Business,Total Establishments,"Professional, scientific, and technical services",1448,X,1016,X,1314,X,1252,X,4094,X,6308,X,3889,X,1072,X,1317,X,1275,X,3366,X,1133,X,962,X,829,X
Business,Total Establishments,Management of companies and enterprises,78,X,80,X,74,X,61,X,212,X,444,X,212,X,72,X,51,X,49,X,291,X,56,X,53,X,54,X
Business,Total Establishments,Administrative and support and waste management and remediation services,783,X,564,X,807,X,644,X,1011,X,1800,X,1578,X,544,X,749,X,760,X,1371,X,583,X,653,X,460,X
Business,Total Establishments,Educational services,163,X,111,X,174,X,182,X,379,X,577,X,410,X,107,X,149,X,156,X,311,X,116,X,147,X,96,X
Business,Total Establishments,Health care and social assistance,1607,X,1557,X,1746,X,1403,X,2252,X,3038,X,2230,X,1734,X,1379,X,1434,X,2072,X,1654,X,1494,X,1077,X
Business,Total Establishments,"Arts, entertainment, and recreation",208,X,136,X,212,X,183,X,478,X,418,X,315,X,144,X,196,X,201,X,305,X,143,X,135,X,112,X
Business,Total Establishments,Accommodation and food services,1860,X,1150,X,1406,X,1013,X,2318,X,1989,X,1869,X,1329,X,1218,X,1159,X,1651,X,1247,X,1111,X,967,X
Business,Total Establishments,Other services (except public administration),1572,X,1408,X,1599,X,1089,X,2042,X,2037,X,2007,X,1329,X,1477,X,1400,X,1725,X,1386,X,1098,X,1112,X
Business,Total Establishments,Industries not classified,27,X,26,X,19,X,17,X,49,X,59,X,41,X,31,X,25,X,26,X,33,X,21,X,15,X,8,X

Source: 2016 County Business Patterns for Congressional Districts
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
2. Industries not classified - Industry could not be determined.
"3. Statewide - CBP data includes employers without a fixed location within a state (or of unknown county location), these are included under a statewide classification. Statewide cases are withheld from the tabulation for this My Congressional District tool. This incomplete detail causes only a slight understatement of a district's total estimates. Statewide cases do not apply to at-large districts."
"4. If a sector does not appear in a district, CBP did not identify any establishments in the district."
5. Disclosure and Quality Indicator Flag Definitions:
D Withheld to avoid disclosing data for individual companies; data are included in higher level totals
G Cell value changed by less than 2 percent by the application of noise
H Cell value changed by at least 2 percent but less than 5 percent by the application of noise
J Cell value changed by 5 percent or more by the application of noise
S Cell value withheld because it did not meet publication standards
N Not available or not comparable
X Not applicable
a 0 to 19 employees
b 20 to 99 employees
c 100 to 249 employees
e 250 to 499 employees
f 500 to 999 employees
"g 1,000 to 2,499 employees"
"h 2,500 to 4,999 employees"
"i 5,000 to 9,999 employees"
"j 10,000 to 24,999 employees"
"l 50,000 to 99,999 employees"
"m 100,000 employees or more"
